i,type,avg_length,avg_reward,avg_vc,avg_js_dist
2,mdft,9.08,-12.605,0.32,[0.37408708]
2,mdft,4.615,3.2,0.065,[0.27874164]
2,mdft,6.68,0.645,0.075,[0.39872857]
2,mdft,3.315,-3.21,0.22,[0.18316731]
2,mdft,11.195,-61.825,1.24,[0.35954404]
2,mdft,6.8,-16.515,0.42,[0.25839313]
2,mdft,6.47,0.6,0.09,[0.495527]
2,mdft,5.69,-15.025,0.41,[0.34285905]
2,mdft,3.505,-2.94,0.21,[0.23625915]
2,mdft,6.655,-8.74,0.265,[0.32240637]
2,mdft,4.575,-37.41,0.88,[0.35081595]
2,mdft,20.04,-23.985,0.4,[0.28876907]
2,mdft,7.835,-10.335,0.275,[0.36296138]
2,mdft,10.93,-8.285,0.17,[0.30650329]
2,mdft,4.43,0.195,0.13,[0.49843732]
2,mdft,3.295,6.97,0.015,[0.43034801]
2,mdft,8.915,-13.6,0.32,[0.2498873]
2,mdft,4.6,-4.39,0.22,[0.24160841]
2,mdft,10.03,-21.57,0.46,[0.2186068]
2,mdft,10.585,-27.31,0.56,[0.32052734]
2,mdft,4.755,-20.82,0.55,[0.22706305]
2,mdft,3.34,2.445,0.105,[0.37851282]
2,mdft,3.455,-6.175,0.28,[0.26432952]
2,mdft,7.735,0.81,0.05,[0.33981911]
2,mdft,6.805,-2.175,0.13,[0.39280441]
2,mdft,8.685,-7.25,0.195,[0.35180163]
2,mdft,3.325,5.47,0.045,[0.24341267]
2,mdft,13.21,-15.195,0.265,[0.31724152]
2,mdft,6.685,-1.325,0.115,[0.31988202]
2,mdft,14.595,-19.275,0.39,[0.28299503]
2,mdft,4.51,-7.79,0.315,[0.21215051]
2,mdft,5.455,-0.835,0.13,[0.38377478]
2,mdft,7.32,-3.67,0.15,[0.22940882]
2,mdft,5.615,-1.28,0.14,[0.26320712]
2,mdft,16.055,-25.885,0.435,[0.20357423]
2,mdft,4.59,4.45,0.04,[0.40074858]
2,mdft,7.05,-52.68,1.135,[0.22369796]
2,mdft,5.785,-150.015,3.145,[0.44803541]
2,mdft,7.715,-14.605,0.365,[0.25767454]
2,mdft,4.675,-18.58,0.505,[0.40229805]
2,mdft,6.695,-2.8,0.145,[0.31841403]
2,mdft,4.58,0.515,0.12,[0.33796586]
2,mdft,5.52,-1.38,0.14,[0.32612635]
2,mdft,4.355,0.75,0.12,[0.45506767]
2,mdft,3.34,-0.985,0.18,[0.25117376]
2,mdft,8.8,-4.425,0.135,[0.44001474]
2,mdft,3.6,-4.605,0.245,[0.23000588]
2,mdft,4.605,2.475,0.08,[0.39762162]
2,wrl,4.53,0.335,0.125,[0.4277068]
2,wrl,8.09,-11.315,0.29,[0.31062517]
2,wrl,4.545,-2.365,0.18,[0.28338256]
2,wrl,8.24,-16.125,0.385,[0.49318886]
2,wrl,10.37,-47.575,1.075,[0.71888253]
2,wrl,8.885,-28.095,0.615,[0.28297595]
2,wrl,4.615,-3.0,0.19,[0.41231902]
2,wrl,5.695,-4.495,0.2,[0.38652198]
2,wrl,4.785,-9.995,0.33,[0.32303309]
2,wrl,6.775,-4.885,0.185,[0.46819235]
2,wrl,5.615,-12.08,0.44,[0.37287418]
2,wrl,4.655,-4.445,0.265,[0.32355497]
2,wrl,9.13,-13.09,0.305,[0.2610784]
2,wrl,6.995,-11.485,0.415,[0.43597812]
2,wrl,7.955,-3.815,0.14,[0.27360472]
2,wrl,5.58,1.485,0.08,[0.24353185]
2,wrl,4.485,-2.805,0.19,[0.32118677]
2,wrl,10.69,-41.34,0.85,[0.35854452]
2,wrl,3.445,-5.675,0.27,[0.37787419]
2,wrl,9.05,-74.66,1.56,[0.43112901]
2,wrl,10.325,-21.135,0.445,[0.38874665]
2,wrl,7.02,-134.63,2.82,[0.38679046]
2,wrl,4.92,-11.825,0.365,[0.24879079]
2,wrl,15.61,-17.605,0.27,[0.29791634]
2,wrl,9.07,-14.005,0.325,[0.44040349]
2,wrl,9.845,-16.76,0.365,[0.46755882]
2,wrl,7.785,-3.165,0.16,[0.22177368]
2,wrl,9.965,-91.57,1.885,[0.41158202]
2,wrl,3.465,4.84,0.055,[0.19679789]
2,wrl,5.655,-8.935,0.29,[0.3667039]
2,wrl,6.955,-21.24,0.54,[0.29218851]
2,wrl,8.055,-5.395,0.17,[0.33634216]
2,wrl,3.55,-8.495,0.325,[0.42003622]
2,wrl,10.335,-83.545,1.715,[0.31405872]
2,wrl,5.575,-2.695,0.165,[0.29422651]
2,wrl,4.575,-2.66,0.185,[0.38080598]
2,wrl,4.53,-2.91,0.19,[0.25919318]
2,wrl,5.8,-6.075,0.23,[0.37548493]
2,wrl,10.685,-9.0,0.19,[0.32915879]
2,wrl,13.795,-34.945,0.655,[0.30085134]
2,wrl,9.95,-18.825,0.405,[0.40081065]
2,wrl,7.545,-16.88,0.46,[0.34900438]
2,wrl,4.39,1.455,0.105,[0.60202699]
2,wrl,4.46,-6.28,0.26,[0.2200462]
2,wrl,17.2,-34.385,0.645,[0.32409973]
2,wrl,4.58,-3.88,0.21,[0.21895606]
2,wrl,7.705,-42.34,0.93,[0.30817951]
2,wrl,5.635,-33.365,0.79,[0.28811583]
2,wrl,6.905,-15.03,0.39,[0.27238135]
2,wrl,5.775,-9.97,0.31,[0.28559538]
2,wrl,3.375,0.695,0.14,[0.18472986]
2,wrl,6.78,-64.12,1.375,[0.362011]
2,wrl,10.355,-22.45,0.495,[0.37408708]
2,wrl,4.705,-0.83,0.145,[0.27874164]
2,wrl,7.065,-9.8,0.28,[0.39872857]
2,wrl,3.31,-0.225,0.16,[0.18316731]
2,wrl,12.605,-21.47,0.405,[0.35954404]
2,wrl,6.99,-14.42,0.375,[0.25839313]
2,wrl,7.19,-6.49,0.23,[0.495527]
2,wrl,6.105,-7.855,0.26,[0.34285905]
2,wrl,3.55,-5.11,0.255,[0.23625915]
2,wrl,6.935,-7.7,0.24,[0.32240637]
2,wrl,5.145,-11.12,0.345,[0.35081595]
2,wrl,20.935,-49.155,0.91,[0.28876907]
2,wrl,7.945,-13.87,0.345,[0.36296138]
2,wrl,11.84,-18.545,0.36,[0.30650329]
2,wrl,4.725,-8.19,0.295,[0.49843732]
2,wrl,3.37,6.405,0.025,[0.43034801]
2,wrl,9.04,-21.625,0.48,[0.2498873]
2,wrl,4.785,-2.855,0.185,[0.24160841]
2,wrl,10.525,-22.09,0.46,[0.2186068]
2,wrl,10.925,-18.36,0.375,[0.32052734]
2,wrl,4.735,-6.29,0.255,[0.22706305]
2,wrl,3.61,1.495,0.12,[0.37851282]
2,wrl,3.395,-9.065,0.34,[0.26432952]
2,wrl,8.24,-5.58,0.17,[0.33981911]
2,wrl,7.6,-20.86,0.495,[0.39280441]
2,wrl,8.62,-12.15,0.295,[0.35180163]
2,wrl,3.485,-1.805,0.19,[0.24341267]
2,wrl,13.745,-25.095,0.455,[0.31724152]
2,wrl,7.695,-20.475,0.485,[0.31988202]
2,wrl,14.83,-22.72,0.46,[0.28299503]
2,wrl,4.68,-12.59,0.425,[0.21215051]
2,wrl,5.605,-6.405,0.24,[0.38377478]
2,wrl,7.515,-3.875,0.15,[0.22940882]
2,wrl,5.78,-4.865,0.205,[0.26320712]
2,wrl,17.94,-33.655,0.565,[0.20357423]
2,wrl,4.53,2.285,0.085,[0.40074858]
2,wrl,6.695,-68.98,1.475,[0.22369796]
2,wrl,5.725,-163.995,3.44,[0.44803541]
2,wrl,7.74,-20.325,0.48,[0.25767454]
2,wrl,4.715,-6.955,0.27,[0.40229805]
2,wrl,7.255,-14.64,0.375,[0.31841403]
2,wrl,4.705,-6.96,0.27,[0.33796586]
2,wrl,5.61,-7.13,0.255,[0.32612635]
2,wrl,4.46,-7.44,0.285,[0.45506767]
2,wrl,3.65,-8.64,0.345,[0.25117376]
2,wrl,9.005,-13.945,0.325,[0.44001474]
2,wrl,3.505,-3.04,0.215,[0.23000588]
2,wrl,4.605,-0.75,0.145,[0.39762162]
3,mdft,4.02,-17.16,0.485,[0.40300843]
3,mdft,7.965,-4.57,0.155,[0.31803107]
3,mdft,4.57,-2.39,0.18,[0.31097428]
3,mdft,8.06,-8.825,0.24,[0.47276442]
3,mdft,59.21,-99.555,1.09,[0.72587966]
3,mdft,8.06,-23.095,0.53,[0.33571196]
3,mdft,4.66,0.895,0.11,[0.44254311]
3,mdft,5.595,0.015,0.11,[0.34166213]
3,mdft,4.505,-4.9,0.23,[0.29434982]
3,mdft,6.585,-9.51,0.28,[0.45741177]
3,mdft,5.345,-19.115,0.535,[0.39529477]
3,mdft,4.515,-3.87,0.235,[0.29238086]
3,mdft,9.025,-13.735,0.32,[0.26199183]
3,mdft,6.285,-13.32,0.47,[0.42366132]
3,mdft,7.775,-5.105,0.17,[0.26111767]
3,mdft,5.19,-9.34,0.305,[0.25963644]
3,mdft,3.595,-29.115,0.745,[0.44235256]
3,mdft,9.525,-71.54,1.49,[0.3289246]
3,mdft,3.435,-3.215,0.22,[0.40709436]
3,mdft,7.69,-53.125,1.135,[0.40213957]
3,mdft,9.745,-14.23,0.315,[0.4052663]
3,mdft,7.3,-114.29,2.405,[0.39160011]
3,mdft,4.63,-4.165,0.215,[0.2330685]
3,mdft,14.52,-13.075,0.195,[0.30229175]
3,mdft,8.765,-5.115,0.15,[0.41345007]
3,mdft,9.005,-83.98,1.74,[0.47394599]
3,mdft,7.61,-3.995,0.165,[0.23050034]
3,mdft,8.955,-139.74,2.865,[0.34888582]
3,mdft,3.52,3.06,0.09,[0.24159285]
3,mdft,4.625,-101.35,2.16,[0.38985095]
3,mdft,6.61,-27.39,0.66,[0.28067664]
3,mdft,7.86,-5.22,0.17,[0.37096375]
3,mdft,3.47,-1.17,0.175,[0.4160491]
3,mdft,9.25,-129.315,2.66,[0.39654761]
3,mdft,4.755,-24.375,0.615,[0.32627073]
3,mdft,4.465,-1.84,0.17,[0.38829497]
3,mdft,4.59,-9.42,0.32,[0.29239656]
3,mdft,5.715,-8.445,0.28,[0.38329079]
3,mdft,10.055,-8.645,0.195,[0.29389742]
3,mdft,13.345,-41.94,0.805,[0.29738208]
3,mdft,8.95,-50.875,1.065,[0.41164139]
3,mdft,6.925,-15.66,0.415,[0.36367337]
3,mdft,3.285,-43.625,1.03,[0.53534185]
3,mdft,4.375,-6.965,0.275,[0.19100172]
3,mdft,14.485,-53.64,1.05,[0.34899873]
3,mdft,4.465,-2.285,0.185,[0.21070477]
3,mdft,6.785,-51.545,1.135,[0.2969735]
3,mdft,4.655,-123.31,2.63,[0.37507015]
3,mdft,6.88,-10.41,0.295,[0.29632206]
3,mdft,5.695,-13.39,0.38,[0.27033261]
3,mdft,3.365,-2.485,0.205,[0.19171152]
3,mdft,5.665,-99.285,2.115,[0.33049726]
3,mdft,8.735,-18.46,0.465,[0.42121091]
3,mdft,4.635,1.19,0.105,[0.30557404]
3,mdft,6.65,1.165,0.065,[0.41254964]
3,mdft,3.35,-0.52,0.165,[0.15292831]
3,mdft,10.92,-74.11,1.495,[0.35021851]
3,mdft,6.765,-24.835,0.59,[0.25421028]
3,mdft,6.405,-6.275,0.235,[0.51386581]
3,mdft,5.845,-13.705,0.38,[0.33361328]
3,mdft,3.415,1.12,0.13,[0.24407898]
3,mdft,5.995,-35.295,0.81,[0.39033821]
3,mdft,4.3,-45.005,1.04,[0.36009436]
3,mdft,19.905,-51.87,0.98,[0.25332011]
3,mdft,7.955,-9.46,0.255,[0.33740494]
3,mdft,11.185,-12.51,0.25,[0.27138173]
3,mdft,4.43,0.2,0.13,[0.45482457]
3,mdft,3.465,7.045,0.01,[0.40328773]
3,mdft,8.955,-16.85,0.385,[0.25016479]
3,mdft,4.505,-6.81,0.27,[0.25869867]
3,mdft,9.875,-18.995,0.41,[0.24276528]
3,mdft,10.01,-46.765,0.96,[0.38655996]
3,mdft,4.515,-15.695,0.45,[0.18347253]
3,mdft,3.35,-0.285,0.16,[0.39729731]
3,mdft,3.435,-5.67,0.27,[0.223349]
3,mdft,7.72,-2.11,0.11,[0.31046745]
3,mdft,6.86,-3.21,0.15,[0.42548043]
3,mdft,8.525,-10.42,0.26,[0.35199129]
3,mdft,3.515,1.6,0.12,[0.28152498]
3,mdft,13.21,-28.095,0.525,[0.27574936]
3,mdft,6.875,-17.945,0.45,[0.34634968]
3,mdft,14.265,-18.48,0.35,[0.26246893]
3,mdft,4.61,-6.66,0.295,[0.2309132]
3,mdft,5.615,-4.225,0.195,[0.35784042]
3,mdft,6.895,-4.96,0.185,[0.2269215]
3,mdft,5.56,2.24,0.065,[0.25575826]
3,mdft,23.805,-44.195,0.655,[0.22803713]
3,mdft,4.555,3.5,0.06,[0.41284667]
3,mdft,6.85,-68.17,1.455,[0.20873673]
3,mdft,5.62,-152.185,3.19,[0.47475686]
3,mdft,7.48,-55.845,1.205,[0.27653372]
3,mdft,4.495,-14.72,0.43,[0.42207665]
3,mdft,6.995,-5.305,0.19,[0.32164066]
3,mdft,4.595,1.74,0.095,[0.33383134]
3,mdft,5.735,2.08,0.065,[0.36672313]
3,mdft,4.105,-5.51,0.25,[0.40604694]
3,mdft,3.34,-1.755,0.19,[0.3026266]
3,mdft,8.94,-5.785,0.16,[0.4325044]
3,mdft,3.46,-5.2,0.26,[0.23789319]
3,mdft,4.425,4.125,0.05,[0.43412777]
3,wrl,4.525,-2.38,0.18,[0.40300843]
3,wrl,8.345,-8.62,0.23,[0.31803107]
3,wrl,4.57,-6.805,0.27,[0.31097428]
3,wrl,8.455,-16.82,0.395,[0.47276442]
3,wrl,9.25,-59.73,1.38,[0.72587966]
3,wrl,8.665,-39.645,0.855,[0.33571196]
3,wrl,4.625,-1.265,0.155,[0.44254311]
3,wrl,5.685,-8.895,0.29,[0.34166213]
3,wrl,4.9,-10.61,0.34,[0.29434982]
3,wrl,6.66,-4.55,0.18,[0.45741177]
3,wrl,5.43,-31.205,0.845,[0.39529477]
3,wrl,4.46,-2.29,0.22,[0.29238086]
3,wrl,9.03,-20.375,0.455,[0.26199183]
3,wrl,6.71,-10.705,0.4,[0.42366132]
3,wrl,7.72,-5.05,0.17,[0.26111767]
3,wrl,5.65,-2.29,0.155,[0.25963644]
3,wrl,4.73,-10.655,0.345,[0.44235256]
3,wrl,10.255,-47.045,0.975,[0.3289246]
3,wrl,3.54,-13.365,0.425,[0.40709436]
3,wrl,8.53,-78.19,1.64,[0.40213957]
3,wrl,10.03,-31.225,0.655,[0.4052663]
3,wrl,6.69,-135.77,2.85,[0.39160011]
3,wrl,4.825,-5.835,0.245,[0.2330685]
3,wrl,16.25,-22.675,0.355,[0.30229175]
3,wrl,8.855,-12.56,0.3,[0.41345007]
3,wrl,10.04,-26.53,0.56,[0.47394599]
3,wrl,7.655,-13.895,0.375,[0.23050034]
3,wrl,9.525,-115.125,2.365,[0.34888582]
3,wrl,3.555,1.3,0.125,[0.24159285]
3,wrl,5.55,-26.345,0.64,[0.38985095]
3,wrl,6.91,-29.815,0.735,[0.28067664]
3,wrl,8.235,-10.97,0.28,[0.37096375]
3,wrl,3.465,-8.42,0.325,[0.4160491]
3,wrl,10.075,-99.16,2.035,[0.39654761]
3,wrl,5.525,-2.655,0.165,[0.32627073]
3,wrl,4.52,-3.84,0.21,[0.38829497]
3,wrl,4.425,-4.285,0.22,[0.29239656]
3,wrl,5.785,-7.785,0.265,[0.38329079]
3,wrl,10.54,-11.565,0.245,[0.29389742]
3,wrl,13.23,-60.08,1.175,[0.29738208]
3,wrl,9.675,-31.18,0.66,[0.41164139]
3,wrl,7.675,-15.315,0.395,[0.36367337]
3,wrl,4.43,-4.305,0.22,[0.53534185]
3,wrl,4.575,-8.62,0.305,[0.19100172]
3,wrl,16.5,-59.27,1.17,[0.34899873]
3,wrl,4.46,-0.565,0.145,[0.21070477]
3,wrl,7.03,-49.53,1.09,[0.2969735]
3,wrl,5.41,-71.03,1.56,[0.37507015]
3,wrl,6.735,-29.195,0.68,[0.29632206]
3,wrl,5.825,-9.295,0.295,[0.27033261]
3,wrl,3.51,-2.655,0.205,[0.19171152]
3,wrl,6.365,-77.695,1.66,[0.33049726]
3,wrl,9.985,-50.24,1.065,[0.42121091]
3,wrl,4.565,-0.225,0.135,[0.30557404]
3,wrl,6.945,-8.69,0.26,[0.41254964]
3,wrl,3.315,-3.965,0.235,[0.15292831]
3,wrl,12.305,-28.16,0.545,[0.35021851]
3,wrl,6.755,-14.705,0.385,[0.25421028]
3,wrl,6.85,-7.15,0.265,[0.51386581]
3,wrl,5.975,-10.45,0.315,[0.33361328]
3,wrl,3.455,-10.25,0.36,[0.24407898]
3,wrl,6.905,-10.425,0.295,[0.39033821]
3,wrl,4.555,-24.335,0.625,[0.36009436]
3,wrl,20.195,-67.17,1.285,[0.25332011]
3,wrl,7.815,-12.51,0.32,[0.33740494]
3,wrl,11.9,-18.14,0.35,[0.27138173]
3,wrl,4.635,-6.14,0.255,[0.45482457]
3,wrl,3.365,6.9,0.015,[0.40328773]
3,wrl,9.05,-31.975,0.69,[0.25016479]
3,wrl,4.655,-4.935,0.23,[0.25869867]
3,wrl,10.055,-35.765,0.745,[0.24276528]
3,wrl,10.64,-27.69,0.57,[0.38655996]
3,wrl,4.48,-5.55,0.245,[0.18347253]
3,wrl,3.615,1.975,0.11,[0.39729731]
3,wrl,3.435,-5.2,0.26,[0.223349]
3,wrl,8.365,-9.65,0.25,[0.31046745]
3,wrl,7.405,-25.855,0.6,[0.42548043]
3,wrl,8.505,-16.54,0.385,[0.35199129]
3,wrl,3.335,-1.89,0.195,[0.28152498]
3,wrl,12.82,-36.445,0.705,[0.27574936]
3,wrl,7.76,-35.765,0.795,[0.34634968]
3,wrl,14.825,-27.255,0.52,[0.26246893]
3,wrl,4.695,-13.335,0.445,[0.2309132]
3,wrl,5.495,-5.81,0.23,[0.35784042]
3,wrl,7.27,-10.755,0.295,[0.2269215]
3,wrl,5.94,-3.04,0.165,[0.25575826]
3,wrl,21.815,-66.7,1.155,[0.22803713]
3,wrl,4.58,2.98,0.07,[0.41284667]
3,wrl,6.29,-86.965,1.85,[0.20873673]
3,wrl,5.91,-166.525,3.49,[0.47475686]
3,wrl,7.355,-43.4,0.955,[0.27653372]
3,wrl,4.615,-10.085,0.335,[0.42207665]
3,wrl,7.235,-16.835,0.42,[0.32164066]
3,wrl,4.59,-2.925,0.19,[0.33383134]
3,wrl,5.475,-8.955,0.295,[0.36672313]
3,wrl,4.35,-5.14,0.24,[0.40604694]
3,wrl,3.505,-12.415,0.43,[0.3026266]
3,wrl,8.815,-18.65,0.425,[0.4325044]
3,wrl,3.485,-2.285,0.2,[0.23789319]
3,wrl,4.605,-6.44,0.26,[0.43412777]
4,mdft,3.325,-37.25,0.9,[0.44472393]
4,mdft,7.96,-8.475,0.235,[0.32416004]
4,mdft,4.555,-1.15,0.155,[0.30171999]
4,mdft,7.965,-11.185,0.29,[0.47147292]
4,mdft,21.99,-43.565,0.69,[0.70386581]
4,mdft,6.015,-44.805,1.015,[0.37373401]
4,mdft,4.49,0.06,0.13,[0.38071097]
4,mdft,5.53,1.795,0.075,[0.39368783]
4,mdft,4.46,-4.115,0.215,[0.26969402]
4,mdft,5.86,-53.52,1.175,[0.40609636]
4,mdft,4.675,-112.225,2.405,[0.35667654]
4,mdft,4.46,-4.805,0.275,[0.31922174]
4,mdft,8.55,-27.335,0.605,[0.25394788]
4,mdft,5.69,-44.86,1.18,[0.42888496]
4,mdft,7.5,-2.625,0.125,[0.26285346]
4,mdft,4.63,-35.265,0.835,[0.31343264]
4,mdft,3.515,-36.13,0.89,[0.4158371]
4,mdft,9.085,-82.865,1.73,[0.36506709]
4,mdft,3.28,1.84,0.12,[0.37277406]
4,mdft,7.045,-55.31,1.19,[0.3853658]
4,mdft,8.74,-42.43,0.905,[0.40459861]
4,mdft,6.895,-115.83,2.445,[0.38625938]
4,mdft,4.665,-7.65,0.285,[0.23138912]
4,mdft,14.825,-17.565,0.28,[0.31842492]
4,mdft,8.75,-7.06,0.19,[0.42758161]
4,mdft,9.15,-80.92,1.675,[0.40509551]
4,mdft,6.895,-39.99,0.92,[0.23438474]
4,mdft,8.9,-137.285,2.815,[0.33619626]
4,mdft,3.615,2.235,0.105,[0.20928702]
4,mdft,4.55,-106.72,2.27,[0.28636633]
4,mdft,6.67,-37.765,0.885,[0.27729699]
4,mdft,7.885,-7.965,0.225,[0.34952574]
4,mdft,3.33,-0.03,0.155,[0.41605778]
4,mdft,8.86,-142.815,2.94,[0.39612583]
4,mdft,4.375,-42.69,0.99,[0.36540885]
4,mdft,4.54,-0.67,0.145,[0.34693988]
4,mdft,4.4,-5.275,0.24,[0.27046452]
4,mdft,5.6,-1.705,0.145,[0.43030709]
4,mdft,10.23,-8.82,0.195,[0.29372876]
4,mdft,12.21,-125.285,2.515,[0.31533691]
4,mdft,8.83,-51.53,1.08,[0.40050318]
4,mdft,6.76,-15.505,0.405,[0.3210097]
4,mdft,3.32,-45.9,1.075,[0.50887196]
4,mdft,4.545,-9.85,0.33,[0.1891596]
4,mdft,13.705,-111.37,2.25,[0.34959138]
4,mdft,4.385,-1.715,0.17,[0.22972386]
4,mdft,6.87,-53.65,1.175,[0.28401853]
4,mdft,4.18,-164.695,3.475,[0.34674191]
4,mdft,5.185,-38.01,0.88,[0.30912114]
4,mdft,5.715,-16.845,0.45,[0.28354435]
4,mdft,3.37,-3.23,0.22,[0.17812042]
4,mdft,5.82,-103.86,2.205,[0.33682213]
4,mdft,8.26,-44.68,0.99,[0.42501474]
4,mdft,4.635,-0.06,0.13,[0.26006347]
4,mdft,6.685,1.62,0.055,[0.44860776]
4,mdft,3.405,-2.055,0.195,[0.16397692]
4,mdft,10.315,-104.845,2.135,[0.33344091]
4,mdft,6.72,-24.075,0.575,[0.23223288]
4,mdft,5.97,-25.325,0.62,[0.53762009]
4,mdft,5.635,-7.55,0.26,[0.31471211]
4,mdft,3.44,-4.88,0.25,[0.23056006]
4,mdft,5.795,-47.565,1.06,[0.37148817]
4,mdft,3.72,-47.59,1.115,[0.22853399]
4,mdft,18.605,-108.105,2.125,[0.24357522]
4,mdft,7.82,-5.655,0.18,[0.3480771]
4,mdft,11.575,-24.755,0.49,[0.28026156]
4,mdft,4.395,-1.48,0.165,[0.4614601]
4,mdft,3.435,7.075,0.01,[0.43467495]
4,mdft,8.87,-16.52,0.38,[0.23548387]
4,mdft,4.47,-8.01,0.295,[0.28453778]
4,mdft,9.22,-52.955,1.105,[0.25248437]
4,mdft,9.795,-51.23,1.055,[0.33962802]
4,mdft,4.585,-9.135,0.315,[0.18358368]
4,mdft,3.36,0.185,0.15,[0.40047663]
4,mdft,3.31,-4.805,0.255,[0.28954563]
4,mdft,7.285,-23.895,0.555,[0.30322151]
4,mdft,6.77,-11.705,0.325,[0.42424133]
4,mdft,7.83,-36.405,0.795,[0.35753936]
4,mdft,3.49,4.08,0.07,[0.28447317]
4,mdft,11.41,-59.825,1.195,[0.25090751]
4,mdft,5.33,-84.365,1.83,[0.39967499]
4,mdft,13.845,-59.01,1.175,[0.25564053]
4,mdft,4.43,-7.975,0.3,[0.20485936]
4,mdft,5.68,-7.97,0.27,[0.39495302]
4,mdft,6.985,-17.87,0.445,[0.27470313]
4,mdft,5.665,0.145,0.105,[0.26856103]
4,mdft,36.62,-129.1,2.15,[0.27785396]
4,mdft,4.48,3.575,0.06,[0.43109019]
4,mdft,5.805,-121.025,2.555,[0.33001734]
4,mdft,5.55,-141.325,2.97,[0.50738129]
4,mdft,6.87,-75.26,1.605,[0.282006]
4,mdft,4.455,-12.2,0.38,[0.40839278]
4,mdft,6.755,-6.545,0.22,[0.3265997]
4,mdft,4.475,-1.335,0.16,[0.3378587]
4,mdft,5.5,-0.625,0.125,[0.35413934]
4,mdft,3.645,-31.755,0.785,[0.41149809]
4,mdft,3.47,-9.07,0.36,[0.3453057]
4,mdft,8.905,-9.195,0.23,[0.44252138]
4,mdft,3.435,-3.46,0.225,[0.17911304]
4,mdft,4.635,2.69,0.075,[0.41014914]
4,wrl,4.355,-4.47,0.225,[0.44472393]
4,wrl,8.14,-13.81,0.34,[0.32416004]
