i,type,avg_length,avg_reward,avg_vc,avg_js_dist
6,wrl,8.64,-126.71,2.65,[0.40752789]
6,wrl,4.63,-8.89,0.31,[0.30881708]
6,wrl,7.085,-25.02,0.59,[0.41931826]
6,wrl,3.285,-2.44,0.205,[0.18022498]
6,wrl,8.805,-180.34,3.705,[0.21763975]
6,wrl,6.815,-44.355,0.985,[0.27634177]
6,wrl,6.225,-48.74,1.13,[0.5259442]
6,wrl,6.02,-15.29,0.41,[0.30617387]
6,wrl,3.39,-16.12,0.48,[0.2840459]
6,wrl,6.315,-39.52,0.89,[0.29232775]
6,wrl,3.45,-48.915,1.15,[0.21425051]
6,wrl,15.325,-262.67,5.82,[0.31577297]
6,wrl,7.83,-27.23,0.62,[0.44495386]
6,wrl,10.84,-121.35,2.47,[0.36818506]
6,wrl,4.735,-1.825,0.165,[0.45790737]
6,wrl,3.39,7.12,0.01,[0.42094139]
6,wrl,9.045,-62.225,1.305,[0.31902671]
6,wrl,4.65,-24.44,0.625,[0.33884626]
6,wrl,9.335,-65.18,1.355,[0.33833537]
6,wrl,9.46,-65.54,1.36,[0.3659312]
6,wrl,4.47,-9.235,0.32,[0.20285969]
6,wrl,3.345,-1.475,0.185,[0.38436369]
6,wrl,3.46,-26.54,0.695,[0.36446517]
6,wrl,6.49,-77.63,1.665,[0.3993946]
6,wrl,5.95,-124.86,2.635,[0.42508252]
6,wrl,7.905,-57.41,1.22,[0.38271784]
6,wrl,3.38,-11.01,0.38,[0.31743303]
6,wrl,8.225,-163.37,3.37,[0.2383463]
6,wrl,5.38,-104.19,2.225,[0.3771154]
6,wrl,11.64,-175.12,3.56,[0.34143501]
6,wrl,4.6,-16.42,0.495,[0.2564025]
6,wrl,5.555,-11.985,0.355,[0.57343923]
6,wrl,7.11,-37.035,0.83,[0.34293175]
6,wrl,5.85,-7.125,0.255,[0.23872832]
6,wrl,11.88,-281.225,5.695,[0.42723986]
6,wrl,4.66,-1.015,0.15,[0.43958928]
6,wrl,4.655,-151.75,3.205,[0.31561694]
6,wrl,5.87,-170.73,3.575,[0.4861729]
6,wrl,6.72,-75.49,1.615,[0.3476615]
6,wrl,4.47,-11.225,0.36,[0.39358168]
6,wrl,7.18,-16.535,0.415,[0.32323706]
6,wrl,4.53,-11.425,0.365,[0.3668569]
6,wrl,5.62,-28.535,0.69,[0.41297511]
6,wrl,3.825,-29.27,0.735,[0.33931593]
6,wrl,3.43,-28.09,0.77,[0.42363215]
6,wrl,9.0,-21.525,0.48,[0.46458059]
6,wrl,3.54,-1.85,0.19,[0.20985952]
6,wrl,4.685,-5.755,0.245,[0.39392521]
7,mdft,3.385,-41.01,0.975,[0.35280585]
7,mdft,7.98,-16.825,0.405,[0.42599601]
7,mdft,4.59,-40.385,0.955,[0.41391131]
7,mdft,7.645,-6.21,0.195,[0.40511333]
7,mdft,7.89,-122.385,2.59,[0.6592599]
7,mdft,4.565,-106.345,2.28,[0.28562267]
7,mdft,4.555,-0.22,0.135,[0.29007764]
7,mdft,5.61,-0.49,0.12,[0.45981985]
7,mdft,4.465,-10.03,0.335,[0.37260783]
7,mdft,5.605,-83.235,1.775,[0.35573366]
7,mdft,4.515,-133.42,2.825,[0.34492858]
7,mdft,3.43,-50.825,1.23,[0.36442333]
7,mdft,8.025,-63.835,1.36,[0.37991665]
7,mdft,5.445,-47.685,1.21,[0.36245237]
7,mdft,6.67,-46.245,1.03,[0.34380416]
7,mdft,4.365,-40.325,0.94,[0.31122983]
7,mdft,3.36,-40.38,0.98,[0.24689178]
7,mdft,8.895,-94.845,1.975,[0.2813301]
7,mdft,3.395,-2.44,0.205,[0.41742916]
7,mdft,5.6,-103.39,2.2,[0.4307955]
7,mdft,7.945,-70.03,1.485,[0.31689044]
7,mdft,6.805,-133.51,2.805,[0.47443967]
7,mdft,4.69,-2.77,0.185,[0.23655948]
7,mdft,8.185,-189.49,3.905,[0.31770222]
7,mdft,8.955,-80.03,1.675,[0.47541229]
7,mdft,8.995,-75.58,1.57,[0.43172438]
7,mdft,5.57,-95.76,2.065,[0.32343587]
7,mdft,8.95,-148.875,3.05,[0.36457187]
7,mdft,3.405,5.88,0.035,[0.2450048]
7,mdft,4.495,-97.945,2.095,[0.342259]
7,mdft,6.72,-28.225,0.695,[0.28591438]
7,mdft,7.81,-11.805,0.305,[0.35354943]
7,mdft,3.365,0.92,0.135,[0.50554497]
7,mdft,9.125,-146.47,3.01,[0.39581621]
7,mdft,3.495,-43.875,1.045,[0.2746412]
7,mdft,4.535,0.3,0.125,[0.26341308]
7,mdft,4.515,-6.35,0.26,[0.31424951]
7,mdft,5.735,-3.075,0.17,[0.45194151]
7,mdft,5.835,-236.915,4.905,[0.43671713]
7,mdft,8.47,-315.655,6.455,[0.30392584]
7,mdft,8.97,-57.025,1.195,[0.4171154]
7,mdft,5.66,-93.58,2.015,[0.33969165]
7,mdft,3.41,-45.455,1.065,[0.31515642]
7,mdft,4.475,-8.025,0.295,[0.3018456]
7,mdft,10.92,-238.355,4.89,[0.36322929]
7,mdft,4.415,-4.94,0.235,[0.30456947]
7,mdft,6.63,-49.44,1.095,[0.27228978]
7,mdft,3.355,-197.68,4.15,[0.31701542]
7,mdft,4.465,-59.1,1.32,[0.33505973]
7,mdft,5.74,-16.125,0.435,[0.3162577]
7,mdft,3.355,-2.97,0.215,[0.31333081]
7,mdft,4.53,-155.785,3.29,[0.3304193]
7,mdft,6.755,-118.78,2.51,[0.38776711]
7,mdft,4.455,-0.36,0.14,[0.34869691]
7,mdft,6.53,-5.82,0.21,[0.39808569]
7,mdft,3.405,-4.54,0.245,[0.23756656]
7,mdft,8.065,-216.655,4.46,[0.22933938]
7,mdft,6.8,-20.695,0.505,[0.34296972]
7,mdft,5.55,-46.83,1.065,[0.52189338]
7,mdft,5.58,-9.72,0.305,[0.35758374]
7,mdft,3.35,-2.79,0.21,[0.38878379]
7,mdft,5.655,-46.92,1.05,[0.25209447]
7,mdft,3.46,-48.19,1.135,[0.17168987]
7,mdft,11.555,-347.675,7.335,[0.29149946]
7,mdft,7.96,-95.465,2.01,[0.47874831]
7,mdft,9.415,-173.945,3.555,[0.3833875]
7,mdft,4.525,0.59,0.12,[0.46435754]
7,mdft,3.355,6.665,0.02,[0.45686761]
7,mdft,9.045,-46.14,0.98,[0.36838093]
7,mdft,4.425,-1.575,0.165,[0.37483538]
7,mdft,8.655,-56.98,1.195,[0.44477318]
7,mdft,9.05,-83.015,1.73,[0.35204034]
7,mdft,4.57,-7.335,0.28,[0.21340006]
7,mdft,3.305,-2.715,0.21,[0.37146023]
7,mdft,3.365,-27.405,0.715,[0.38133584]
7,mdft,4.555,-146.91,3.11,[0.32184641]
7,mdft,3.775,-191.755,4.025,[0.36450691]
7,mdft,7.765,-49.52,1.07,[0.44501757]
7,mdft,3.37,1.985,0.115,[0.34773413]
7,mdft,6.96,-180.745,3.75,[0.2188566]
7,mdft,3.515,-99.385,2.16,[0.3031315]
7,mdft,8.405,-303.73,6.24,[0.28184358]
7,mdft,4.585,-10.055,0.38,[0.27554512]
7,mdft,5.665,-101.555,2.18,[0.64977977]
7,mdft,6.74,-17.72,0.445,[0.38792944]
7,mdft,5.675,-1.32,0.135,[0.257297]
7,mdft,9.8,-269.75,5.505,[0.39031873]
7,mdft,4.525,2.555,0.08,[0.40509382]
7,mdft,4.565,-156.1,3.295,[0.3319614]
7,mdft,5.505,-141.23,2.97,[0.51043316]
7,mdft,6.665,-76.005,1.625,[0.34889725]
7,mdft,4.585,-13.31,0.4,[0.4133572]
7,mdft,6.925,-7.69,0.24,[0.30650061]
7,mdft,4.58,-3.38,0.2,[0.34615376]
7,mdft,5.67,-91.205,1.955,[0.49293782]
7,mdft,3.38,-40.25,0.96,[0.30942957]
7,mdft,3.565,-5.895,0.275,[0.45501731]
7,mdft,8.805,-61.76,1.305,[0.45427454]
7,mdft,3.475,-4.235,0.24,[0.23458385]
7,mdft,4.48,3.825,0.055,[0.40939109]
7,wrl,3.56,-37.85,0.915,[0.35280585]
7,wrl,8.04,-25.715,0.585,[0.42599601]
7,wrl,4.59,-16.865,0.475,[0.41391131]
7,wrl,8.005,-30.815,0.69,[0.40511333]
7,wrl,7.445,-188.55,4.095,[0.6592599]
7,wrl,5.245,-100.73,2.155,[0.28562267]
7,wrl,4.6,-4.2,0.215,[0.29007764]
7,wrl,5.46,-30.23,0.73,[0.45981985]
7,wrl,4.715,-30.125,0.74,[0.37260783]
7,wrl,5.945,-74.26,1.595,[0.35573366]
7,wrl,4.535,-131.825,2.815,[0.34492858]
7,wrl,3.755,-49.06,1.365,[0.36442333]
7,wrl,7.985,-103.03,2.16,[0.37991665]
7,wrl,5.915,-49.18,1.225,[0.36245237]
7,wrl,6.91,-58.175,1.265,[0.34380416]
7,wrl,4.85,-45.155,1.035,[0.31122983]
7,wrl,3.595,-38.165,0.93,[0.24689178]
7,wrl,9.125,-117.8,2.435,[0.2813301]
7,wrl,3.36,-18.58,0.535,[0.41742916]
7,wrl,6.095,-127.53,2.685,[0.4307955]
7,wrl,8.11,-90.025,1.885,[0.31689044]
7,wrl,6.77,-179.805,3.74,[0.47443967]
7,wrl,4.835,-7.32,0.275,[0.23655948]
7,wrl,9.275,-210.915,4.32,[0.31770222]
7,wrl,8.885,-30.72,0.67,[0.47541229]
7,wrl,9.025,-94.66,1.965,[0.43172438]
7,wrl,5.86,-98.0,2.22,[0.32343587]
7,wrl,9.105,-170.315,3.485,[0.36457187]
7,wrl,3.885,-3.19,0.21,[0.2450048]
7,wrl,4.61,-163.495,3.42,[0.342259]
7,wrl,6.745,-45.19,1.095,[0.28591438]
7,wrl,8.205,-27.405,0.615,[0.35354943]
7,wrl,3.47,-24.94,0.66,[0.50554497]
7,wrl,9.345,-143.75,2.95,[0.39581621]
7,wrl,3.67,-44.14,1.045,[0.2746412]
7,wrl,4.56,-6.805,0.27,[0.26341308]
7,wrl,4.565,-8.12,0.295,[0.31424951]
7,wrl,5.72,-11.63,0.345,[0.45194151]
7,wrl,8.045,-153.69,3.18,[0.43671713]
7,wrl,9.205,-291.175,5.95,[0.30392584]
7,wrl,8.99,-80.92,1.68,[0.4171154]
7,wrl,6.4,-95.455,2.045,[0.33969165]
7,wrl,3.565,-47.585,1.11,[0.31515642]
7,wrl,4.46,-31.01,0.76,[0.3018456]
7,wrl,12.915,-269.53,5.58,[0.36322929]
7,wrl,4.51,-15.57,0.45,[0.30456947]
7,wrl,6.735,-50.755,1.12,[0.27228978]
7,wrl,3.47,-174.05,3.675,[0.31701542]
7,wrl,4.7,-92.315,1.995,[0.33505973]
7,wrl,5.93,-23.685,0.585,[0.3162577]
7,wrl,3.31,-25.655,0.675,[0.31333081]
7,wrl,4.775,-176.365,3.705,[0.3304193]
7,wrl,8.365,-147.065,3.045,[0.38776711]
7,wrl,4.57,-16.97,0.475,[0.34869691]
7,wrl,6.88,-29.205,0.68,[0.39808569]
7,wrl,3.405,-10.72,0.37,[0.23756656]
7,wrl,8.46,-227.06,4.665,[0.22933938]
7,wrl,6.605,-65.31,1.415,[0.34296972]
7,wrl,5.75,-62.06,1.405,[0.52189338]
7,wrl,5.93,-24.28,0.595,[0.35758374]
7,wrl,3.43,-25.025,0.66,[0.38878379]
7,wrl,6.04,-53.36,1.175,[0.25209447]
7,wrl,3.425,-50.36,1.18,[0.17168987]
7,wrl,11.55,-336.185,7.185,[0.29149946]
7,wrl,7.98,-41.865,0.915,[0.47874831]
7,wrl,9.86,-200.315,4.085,[0.3833875]
7,wrl,4.625,-5.395,0.24,[0.46435754]
7,wrl,3.41,5.865,0.035,[0.45686761]
7,wrl,9.13,-82.97,1.725,[0.36838093]
7,wrl,4.76,-33.95,0.815,[0.37483538]
7,wrl,9.115,-62.52,1.31,[0.44477318]
7,wrl,9.07,-81.44,1.695,[0.35204034]
7,wrl,4.505,-13.895,0.415,[0.21340006]
7,wrl,3.4,-7.205,0.3,[0.37146023]
7,wrl,3.535,-29.045,0.745,[0.38133584]
7,wrl,5.425,-130.95,2.77,[0.32184641]
7,wrl,4.845,-165.945,3.485,[0.36450691]
7,wrl,7.85,-68.745,1.455,[0.44501757]
7,wrl,3.44,-14.5,0.45,[0.34773413]
7,wrl,6.8,-178.37,3.705,[0.2188566]
7,wrl,4.145,-103.86,2.24,[0.3031315]
7,wrl,9.835,-269.605,5.545,[0.28184358]
7,wrl,4.545,-21.045,0.59,[0.27554512]
7,wrl,5.51,-20.78,0.535,[0.64977977]
7,wrl,7.11,-54.525,1.185,[0.38792944]
7,wrl,5.9,-11.345,0.34,[0.257297]
7,wrl,7.7,-299.58,6.135,[0.39031873]
7,wrl,4.535,-1.385,0.16,[0.40509382]
7,wrl,4.5,-147.185,3.115,[0.3319614]
7,wrl,5.82,-169.4,3.55,[0.51043316]
7,wrl,6.855,-78.49,1.675,[0.34889725]
7,wrl,4.57,-18.45,0.505,[0.4133572]
7,wrl,7.13,-27.255,0.64,[0.30650061]
7,wrl,4.675,-12.815,0.39,[0.34615376]
7,wrl,5.665,-33.235,0.785,[0.49293782]
7,wrl,3.505,-36.18,0.88,[0.30942957]
7,wrl,3.38,-38.655,0.985,[0.45501731]
7,wrl,8.855,-36.33,0.785,[0.45427454]
7,wrl,3.47,0.18,0.15,[0.23458385]
7,wrl,4.605,-12.815,0.39,[0.40939109]
8,mdft,3.36,-44.685,1.05,[0.43947734]
8,mdft,7.925,-11.635,0.3,[0.46476895]
8,mdft,4.51,-45.205,1.055,[0.4426407]
8,mdft,7.82,-40.195,0.885,[0.41985261]
8,mdft,6.805,-135.935,2.905,[0.6204945]
8,mdft,4.62,-107.125,2.295,[0.33416898]
8,mdft,4.46,0.88,0.115,[0.28304352]
8,mdft,5.6,-4.645,0.205,[0.45525778]
8,mdft,4.5,-80.25,1.755,[0.48593907]
8,mdft,5.65,-139.425,2.915,[0.35204507]
8,mdft,4.56,-141.12,2.99,[0.44944207]
8,mdft,3.39,-56.73,1.405,[0.32995173]
8,mdft,7.945,-101.73,2.135,[0.34056414]
8,mdft,5.5,-81.37,2.17,[0.35784938]
8,mdft,6.925,-69.38,1.49,[0.32457109]
8,mdft,4.41,-44.02,1.015,[0.3858937]
8,mdft,3.365,-39.405,0.96,[0.23665278]
8,mdft,8.9,-151.7,3.125,[0.39041114]
8,mdft,3.385,-1.695,0.19,[0.39201269]
8,mdft,5.505,-99.87,2.13,[0.54469083]
8,mdft,7.865,-120.305,2.505,[0.37216994]
8,mdft,6.825,-146.23,3.065,[0.47650454]
8,mdft,4.715,-4.75,0.225,[0.24960708]
8,mdft,6.465,-235.275,4.865,[0.29979761]
8,mdft,8.965,-122.915,2.55,[0.50958217]
8,mdft,8.935,-166.065,3.405,[0.47888326]
8,mdft,5.535,-131.98,2.83,[0.40722048]
8,mdft,8.83,-318.25,6.475,[0.40238954]
8,mdft,3.53,3.295,0.085,[0.20939647]
8,mdft,4.53,-103.205,2.2,[0.43491647]
8,mdft,6.64,-81.43,1.765,[0.37556582]
8,mdft,7.775,-44.845,0.98,[0.34313946]
8,mdft,3.385,-74.45,1.66,[0.49964726]
8,mdft,9.055,-150.375,3.09,[0.39618703]
8,mdft,3.47,-45.19,1.075,[0.32982652]
8,mdft,4.355,-9.29,0.325,[0.21541912]
8,mdft,4.49,-96.53,2.09,[0.41550628]
8,mdft,5.725,-5.755,0.225,[0.42534001]
8,mdft,5.755,-253.38,5.24,[0.36787575]
8,mdft,8.07,-311.305,6.375,[0.26609097]
8,mdft,8.89,-78.91,1.65,[0.51547682]
8,mdft,5.86,-106.595,2.27,[0.38162356]
8,mdft,3.305,-41.665,0.99,[0.3732407]
8,mdft,4.42,-10.215,0.34,[0.44944883]
8,mdft,9.505,-313.055,6.415,[0.34624929]
8,mdft,4.49,-15.295,0.445,[0.34157271]
8,mdft,6.74,-54.03,1.185,[0.23478241]
8,mdft,3.49,-189.705,3.99,[0.27690766]
8,mdft,4.47,-51.2,1.16,[0.45072172]
8,mdft,5.62,-15.275,0.42,[0.40777506]
8,mdft,3.36,0.22,0.15,[0.41683507]
8,mdft,4.485,-158.44,3.345,[0.30255946]
8,mdft,6.66,-127.35,2.67,[0.34464728]
8,mdft,4.5,-25.14,0.64,[0.33195605]
8,mdft,6.64,-42.935,0.965,[0.38092264]
8,mdft,3.36,-4.73,0.25,[0.35002612]
8,mdft,7.815,-210.25,4.335,[0.26260294]
8,mdft,6.635,-102.355,2.16,[0.48239222]
8,mdft,5.575,-84.015,1.825,[0.5009637]
8,mdft,5.615,-36.88,0.855,[0.4253958]
8,mdft,3.425,-3.555,0.225,[0.46745787]
8,mdft,5.67,-50.865,1.13,[0.28878055]
8,mdft,3.43,-51.335,1.2,[0.1510866]
8,mdft,8.91,-339.02,7.285,[0.32949119]
8,mdft,8.005,-112.43,2.355,[0.53157169]
8,mdft,8.99,-193.0,3.945,[0.4191532]
8,mdft,4.43,-0.785,0.15,[0.44904568]
8,mdft,3.41,6.855,0.015,[0.41883121]
8,mdft,8.925,-56.53,1.195,[0.45056258]
8,mdft,4.59,-8.38,0.3,[0.4266584]
8,mdft,8.95,-64.135,1.335,[0.54692867]
8,mdft,8.94,-137.93,2.84,[0.46078994]
8,mdft,4.585,-12.985,0.395,[0.27167067]
8,mdft,3.375,-68.27,1.535,[0.43950243]
8,mdft,3.43,-77.695,1.74,[0.51449027]
8,mdft,4.56,-149.625,3.165,[0.34224725]
8,mdft,3.505,-209.39,4.385,[0.31442892]
8,mdft,7.965,-67.195,1.43,[0.49205958]
8,mdft,3.295,2.07,0.115,[0.3268784]
8,mdft,6.695,-176.57,3.67,[0.31659895]
8,mdft,3.465,-105.185,2.28,[0.27960053]
8,mdft,7.96,-310.61,6.405,[0.2610026]
8,mdft,4.53,-23.245,0.65,[0.24593502]
8,mdft,5.63,-108.165,2.315,[0.62124024]
8,mdft,6.705,-18.185,0.455,[0.44538541]
8,mdft,5.565,-3.665,0.195,[0.26237841]
8,mdft,5.535,-231.365,4.815,[0.36412371]
8,mdft,4.625,-20.585,0.55,[0.39255749]
8,mdft,4.495,-149.14,3.155,[0.44186859]
8,mdft,5.58,-148.215,3.11,[0.50663282]
8,mdft,6.49,-156.41,3.27,[0.47591734]
8,mdft,4.385,-107.72,2.315,[0.43993897]
8,mdft,6.805,-10.525,0.3,[0.32434136]
8,mdft,4.485,-31.25,0.77,[0.37099038]
8,mdft,5.58,-96.935,2.07,[0.47250104]
8,mdft,3.43,-43.76,1.03,[0.37961628]
8,mdft,3.39,-4.755,0.27,[0.5243669]
8,mdft,8.85,-152.45,3.155,[0.53629595]
8,mdft,3.545,-4.06,0.235,[0.22504667]
8,mdft,4.475,-1.34,0.16,[0.4134291]
8,wrl,3.52,-41.665,0.995,[0.43947734]
8,wrl,8.13,-30.46,0.68,[0.46476895]
8,wrl,4.57,-19.79,0.535,[0.4426407]
8,wrl,8.255,-58.035,1.24,[0.41985261]
8,wrl,7.125,-245.52,5.24,[0.6204945]
8,wrl,4.895,-132.505,2.805,[0.33416898]
8,wrl,4.48,-3.07,0.195,[0.28304352]
8,wrl,5.62,-43.62,1.0,[0.45525778]
8,wrl,4.685,-58.205,1.31,[0.48593907]
8,wrl,5.645,-118.735,2.5,[0.35204507]
8,wrl,4.585,-137.72,2.945,[0.44944207]
8,wrl,3.58,-71.765,2.055,[0.32995173]
8,wrl,7.905,-98.78,2.075,[0.34056414]
8,wrl,5.87,-72.1,1.77,[0.35784938]
8,wrl,6.77,-68.845,1.485,[0.32457109]
8,wrl,4.7,-49.965,1.14,[0.3858937]
8,wrl,3.64,-45.57,1.08,[0.23665278]
8,wrl,9.025,-168.255,3.46,[0.39041114]
8,wrl,3.49,-21.895,0.6,[0.39201269]
8,wrl,5.65,-139.02,2.93,[0.54469083]
8,wrl,8.04,-104.705,2.185,[0.37216994]
8,wrl,6.82,-191.23,3.97,[0.47650454]
8,wrl,4.855,-12.48,0.38,[0.24960708]
8,wrl,7.045,-255.41,5.27,[0.29979761]
8,wrl,8.935,-55.51,1.175,[0.50958217]
8,wrl,9.06,-116.485,2.41,[0.47888326]
8,wrl,5.645,-100.125,2.315,[0.40722048]
8,wrl,9.05,-231.355,4.72,[0.40238954]
8,wrl,3.42,5.13,0.05,[0.20939647]
8,wrl,4.71,-183.465,3.825,[0.43491647]
8,wrl,6.755,-72.81,1.745,[0.37556582]
8,wrl,8.195,-51.46,1.105,[0.34313946]
8,wrl,3.395,-34.215,0.85,[0.49964726]
8,wrl,9.22,-151.05,3.1,[0.39618703]
8,wrl,3.68,-50.62,1.18,[0.32982652]
8,wrl,4.475,-15.05,0.44,[0.21541912]
8,wrl,4.505,-38.4,0.91,[0.41550628]
8,wrl,5.945,-23.38,0.58,[0.42534001]
8,wrl,6.515,-226.275,4.68,[0.36787575]
8,wrl,8.255,-315.675,6.465,[0.26609097]
8,wrl,9.075,-116.385,2.4,[0.51547682]
8,wrl,6.545,-128.565,2.7,[0.38162356]
8,wrl,3.415,-57.95,1.325,[0.3732407]
8,wrl,4.41,-63.83,1.425,[0.44944883]
8,wrl,10.385,-353.765,7.435,[0.34624929]
8,wrl,4.55,-29.1,0.73,[0.34157271]
8,wrl,6.885,-58.825,1.28,[0.23478241]
8,wrl,3.48,-172.7,3.65,[0.27690766]
8,wrl,4.595,-109.01,2.34,[0.45072172]
8,wrl,6.34,-36.115,0.83,[0.40777506]
8,wrl,3.445,-42.515,1.015,[0.41683507]
8,wrl,4.635,-182.345,3.83,[0.30255946]
8,wrl,7.11,-163.45,3.41,[0.34464728]
8,wrl,4.62,-30.3,0.745,[0.33195605]
8,wrl,6.895,-30.69,0.71,[0.38092264]
8,wrl,3.445,-28.275,0.725,[0.35002612]
8,wrl,8.065,-228.925,4.71,[0.26260294]
8,wrl,6.71,-86.32,1.84,[0.48239222]
8,wrl,5.82,-76.295,1.705,[0.5009637]
8,wrl,5.945,-61.155,1.345,[0.4253958]
8,wrl,3.49,-44.6,1.055,[0.46745787]
8,wrl,6.035,-67.09,1.455,[0.28878055]
8,wrl,3.39,-48.6,1.145,[0.1510866]
8,wrl,9.18,-375.075,8.335,[0.32949119]
8,wrl,7.84,-55.185,1.19,[0.53157169]
8,wrl,9.02,-242.53,4.955,[0.4191532]
8,wrl,4.705,-6.475,0.26,[0.44904568]
8,wrl,3.41,7.1,0.01,[0.41883121]
8,wrl,9.35,-130.165,2.68,[0.45056258]
8,wrl,4.575,-48.445,1.115,[0.4266584]
8,wrl,9.1,-62.41,1.31,[0.54692867]
8,wrl,9.065,-101.53,2.105,[0.46078994]
8,wrl,4.65,-24.59,0.63,[0.27167067]
8,wrl,3.405,-21.265,0.585,[0.43950243]
8,wrl,3.415,-32.6,0.82,[0.51449027]
8,wrl,4.705,-140.615,2.98,[0.34224725]
8,wrl,4.055,-195.975,4.105,[0.31442892]
8,wrl,7.74,-91.365,1.92,[0.49205958]
8,wrl,3.34,-15.125,0.465,[0.3268784]
8,wrl,6.88,-207.285,4.29,[0.31659895]
8,wrl,3.74,-122.06,2.615,[0.27960053]
8,wrl,8.37,-308.095,6.35,[0.2610026]
8,wrl,4.63,-31.89,0.86,[0.24593502]
8,wrl,5.64,-38.035,0.885,[0.62124024]
8,wrl,7.095,-68.475,1.47,[0.44538541]
8,wrl,5.795,-15.895,0.43,[0.26237841]
8,wrl,5.86,-304.42,6.28,[0.36412371]
8,wrl,4.76,-7.49,0.28,[0.39255749]
8,wrl,4.52,-157.285,3.32,[0.44186859]
8,wrl,5.92,-171.2,3.585,[0.50663282]
8,wrl,6.73,-76.24,1.635,[0.47591734]
8,wrl,4.435,-25.535,0.65,[0.43993897]
8,wrl,7.075,-35.055,0.795,[0.32434136]
8,wrl,4.48,-18.005,0.5,[0.37099038]
8,wrl,5.675,-51.705,1.16,[0.47250104]
8,wrl,3.465,-44.88,1.06,[0.37961628]
8,wrl,3.41,-53.485,1.26,[0.5243669]
8,wrl,9.04,-58.845,1.24,[0.53629595]
8,wrl,3.565,-3.345,0.22,[0.22504667]
8,wrl,4.555,-23.6,0.61,[0.4134291]
